id_student,gender,region,entrance_result,num_of_prev_attempts,studied_credits,disability,final_result,cluster,cluster_label
618816.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Fail,2,C
618858.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
618869.0,F,Amhara Region,A Level or Equivalent,0.0,90.0,N,Fail,2,C
618870.0,F,South Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,2,C
618882.0,F,Amhara Region,A Level or Equivalent,0.0,60.0,Y,Pass,2,C
618951.0,F,South West Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
618957.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
618965.0,F,South Region,Lower Than A Level,0.0,120.0,N,Fail,2,C
618981.0,F,Afar Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
619054.0,F,Afar Region,HE Qualification,0.0,120.0,N,Withdrawn,2,C
619161.0,F,Tigrai Region,Lower Than A Level,0.0,60.0,Y,Fail,2,C
619196.0,F,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
619207.0,F,Addis Ababa,A Level or Equivalent,0.0,60.0,N,Fail,2,C
619265.0,F,South Region,Lower Than A Level,0.0,120.0,N,Withdrawn,2,C
619288.0,F,South West Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
619311.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
619330.0,M,Afar Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,1,B
619471.0,F,Tigrai Region,HE Qualification,0.0,60.0,N,Pass,2,C
619508.0,F,Sidamo Region,HE Qualification,0.0,120.0,N,Withdrawn,2,C
619901.0,F,Sidamo Region,HE Qualification,0.0,60.0,N,Withdrawn,2,C
619980.0,M,Afar Region,HE Qualification,0.0,120.0,N,Fail,1,B
620018.0,F,Oromia Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,2,C
620047.0,F,South West Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
620072.0,F,Afar Region,Lower Than A Level,0.0,60.0,N,Fail,2,C
620073.0,F,South Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
620092.0,F,Somalia Region,A Level or Equivalent,0.0,60.0,N,Distinction,2,C
620126.0,F,Addis Ababa,A Level or Equivalent,0.0,60.0,N,Withdrawn,2,C
620128.0,F,Addis Ababa,A Level or Equivalent,0.0,60.0,N,Pass,2,C
620129.0,F,Sidamo Region,A Level or Equivalent,0.0,120.0,N,Pass,2,C
620175.0,F,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,2,C
620220.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
620230.0,F,South West Region,HE Qualification,0.0,60.0,N,Withdrawn,2,C
620257.0,F,Somalia Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
620283.0,F,South Western Region,Lower Than A Level,0.0,60.0,N,Fail,2,C
620289.0,F,Afar Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
620304.0,M,South Region,Lower Than A Level,0.0,60.0,N,Fail,1,B
620354.0,F,South Region,Lower Than A Level,0.0,120.0,N,Distinction,2,C
620389.0,F,Sidamo Region,A Level or Equivalent,0.0,120.0,N,Withdrawn,2,C
620408.0,M,South Region,A Level or Equivalent,0.0,60.0,Y,Distinction,1,B
620409.0,F,Tigrai Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
620427.0,F,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Distinction,2,C
620486.0,F,Tigrai Region,A Level or Equivalent,0.0,90.0,N,Withdrawn,2,C
620507.0,F,Oromia Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
620546.0,F,South Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
620573.0,F,North Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
620694.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
620791.0,F,South Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
620865.0,F,Amhara Region,Lower Than A Level,0.0,120.0,N,Withdrawn,2,C
620889.0,F,Oromia Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
620922.0,F,Amhara Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
620923.0,F,South West Region,HE Qualification,0.0,60.0,N,Pass,2,C
620950.0,F,Amhara Region,Lower Than A Level,0.0,120.0,N,Withdrawn,2,C
620980.0,F,Afar Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
621301.0,M,Afar Region,Lower Than A Level,0.0,60.0,N,Pass,1,B
621303.0,F,South West Region,A Level or Equivalent,0.0,60.0,Y,Fail,2,C
621322.0,M,Somalia Region,Lower Than A Level,0.0,60.0,Y,Pass,1,B
621323.0,M,Afar Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,1,B
621369.0,F,Somalia Region,HE Qualification,0.0,60.0,N,Fail,2,C
621394.0,F,Afar Region,HE Qualification,0.0,60.0,N,Pass,2,C
621508.0,F,South West Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
621607.0,F,Somalia Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
621703.0,F,South Region,No Formal quals,0.0,60.0,N,Fail,2,C
621731.0,F,South Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,2,C
621862.0,F,South Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
621885.0,F,Somalia Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
621890.0,F,South Region,A Level or Equivalent,0.0,120.0,N,Withdrawn,2,C
621894.0,M,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
621905.0,F,Addis Ababa,A Level or Equivalent,0.0,90.0,N,Pass,2,C
621937.0,F,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Fail,2,C
622132.0,F,Afar Region,Lower Than A Level,0.0,60.0,N,Distinction,2,C
622180.0,M,South West Region,Lower Than A Level,0.0,120.0,N,Withdrawn,1,B
622208.0,F,North Region,Lower Than A Level,0.0,120.0,N,Pass,2,C
622217.0,F,Addis Ababa,A Level or Equivalent,0.0,60.0,N,Fail,2,C
622223.0,F,Afar Region,HE Qualification,0.0,60.0,N,Fail,2,C
622330.0,F,South Region,A Level or Equivalent,0.0,90.0,N,Withdrawn,2,C
622345.0,F,Somalia Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
622466.0,M,South Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
622498.0,F,Sidamo Region,A Level or Equivalent,0.0,120.0,N,Withdrawn,2,C
622505.0,M,Tigrai Region,HE Qualification,0.0,120.0,N,Distinction,1,B
622538.0,F,Addis Ababa,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
622604.0,F,South Region,A Level or Equivalent,0.0,120.0,N,Pass,2,C
622645.0,F,Sidamo Region,A Level or Equivalent,0.0,120.0,N,Withdrawn,2,C
622715.0,M,South Region,A Level or Equivalent,0.0,60.0,N,Fail,1,B
622720.0,F,Amhara Region,Lower Than A Level,0.0,60.0,N,Fail,2,C
622766.0,M,Tigrai Region,Lower Than A Level,0.0,120.0,N,Fail,1,B
622767.0,F,South Region,Lower Than A Level,0.0,120.0,N,Withdrawn,2,C
622838.0,F,Tigrai Region,Lower Than A Level,0.0,60.0,N,Fail,2,C
622867.0,F,South Region,A Level or Equivalent,0.0,60.0,Y,Fail,2,C
622925.0,F,Addis Ababa,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
622927.0,F,Amhara Region,Lower Than A Level,0.0,60.0,N,Fail,2,C
622974.0,F,Somalia Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
622982.0,F,Oromia Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
623001.0,F,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,2,C
623055.0,F,Amhara Region,A Level or Equivalent,0.0,60.0,Y,Pass,2,C
623069.0,M,Afar Region,Lower Than A Level,0.0,60.0,Y,Fail,1,B
623104.0,M,South Region,Lower Than A Level,0.0,60.0,N,Withdrawn,1,B
623168.0,F,Somalia Region,HE Qualification,0.0,120.0,N,Pass,2,C
623169.0,F,Somalia Region,Lower Than A Level,0.0,120.0,N,Pass,2,C
623177.0,F,Addis Ababa,A Level or Equivalent,0.0,60.0,N,Fail,2,C
623240.0,F,South West Region,A Level or Equivalent,0.0,60.0,N,Distinction,2,C
623295.0,F,Addis Ababa,A Level or Equivalent,0.0,60.0,N,Fail,2,C
623321.0,M,South Western Region,Lower Than A Level,0.0,60.0,N,Fail,1,B
623333.0,F,Tigrai Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
623392.0,F,Sidamo Region,No Formal quals,0.0,60.0,N,Withdrawn,2,C
623406.0,F,South Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
623548.0,F,Amhara Region,Lower Than A Level,0.0,120.0,N,Withdrawn,2,C
623603.0,F,South Region,Lower Than A Level,0.0,120.0,N,Fail,2,C
623622.0,F,Amhara Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
623651.0,F,Amhara Region,A Level or Equivalent,0.0,120.0,N,Withdrawn,2,C
623654.0,F,South Region,A Level or Equivalent,0.0,60.0,N,Distinction,2,C
623660.0,F,Afar Region,HE Qualification,0.0,60.0,N,Pass,2,C
623821.0,F,Tigrai Region,Lower Than A Level,0.0,60.0,N,Fail,2,C
623845.0,F,South West Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
623857.0,F,Tigrai Region,A Level or Equivalent,0.0,60.0,N,Fail,2,C
623882.0,F,North Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
623911.0,F,Addis Ababa,Lower Than A Level,0.0,60.0,N,Fail,2,C
623914.0,F,Sidamo Region,A Level or Equivalent,0.0,120.0,N,Withdrawn,2,C
623935.0,F,South Region,A Level or Equivalent,0.0,120.0,N,Pass,2,C
624011.0,F,South West Region,HE Qualification,0.0,120.0,N,Pass,2,C
624046.0,F,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
624069.0,F,South Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
624196.0,F,Afar Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
624202.0,F,North Region,A Level or Equivalent,0.0,120.0,N,Withdrawn,2,C
624298.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
624306.0,F,Somalia Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
624341.0,F,Afar Region,HE Qualification,0.0,120.0,N,Withdrawn,2,C
624350.0,F,Somalia Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
624406.0,F,South Region,Lower Than A Level,0.0,60.0,N,Distinction,2,C
624411.0,M,Somalia Region,Lower Than A Level,0.0,120.0,N,Withdrawn,1,B
624415.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
624427.0,F,Sidamo Region,Lower Than A Level,0.0,120.0,Y,Withdrawn,2,C
624514.0,F,South West Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,2,C
624518.0,F,Sidamo Region,A Level or Equivalent,0.0,120.0,N,Withdrawn,2,C
624544.0,F,Amhara Region,A Level or Equivalent,0.0,90.0,Y,Withdrawn,2,C
624549.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
624567.0,F,South Western Region,A Level or Equivalent,0.0,60.0,N,Fail,2,C
624572.0,F,South Region,A Level or Equivalent,0.0,180.0,N,Withdrawn,2,C
624592.0,F,South Region,Lower Than A Level,0.0,90.0,N,Pass,2,C
624598.0,F,Afar Region,HE Qualification,0.0,60.0,N,Fail,2,C
624604.0,F,Afar Region,A Level or Equivalent,0.0,60.0,N,Fail,2,C
624653.0,F,Addis Ababa,A Level or Equivalent,0.0,60.0,N,Pass,2,C
624661.0,F,South Western Region,Lower Than A Level,0.0,60.0,Y,Pass,2,C
624663.0,F,Somalia Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
624673.0,F,Amhara Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
624674.0,F,Addis Ababa,Lower Than A Level,0.0,60.0,N,Fail,2,C
624677.0,F,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Fail,2,C
624704.0,F,Somalia Region,Lower Than A Level,0.0,60.0,N,Fail,2,C
624722.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Fail,2,C
624734.0,F,Addis Ababa,A Level or Equivalent,0.0,60.0,N,Withdrawn,2,C
624738.0,M,Sidamo Region,Lower Than A Level,0.0,60.0,N,Pass,1,B
624743.0,F,Addis Ababa,A Level or Equivalent,0.0,60.0,N,Withdrawn,2,C
624799.0,M,South Region,A Level or Equivalent,0.0,60.0,Y,Fail,1,B
624847.0,F,Amhara Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
624879.0,F,Amhara Region,A Level or Equivalent,0.0,60.0,Y,Withdrawn,2,C
624950.0,F,Addis Ababa,A Level or Equivalent,0.0,120.0,N,Withdrawn,2,C
624972.0,F,South Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
624997.0,F,Somalia Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
625021.0,F,South Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
625024.0,F,South Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
625027.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Fail,2,C
625071.0,F,Addis Ababa,A Level or Equivalent,0.0,60.0,N,Pass,2,C
625087.0,F,Afar Region,HE Qualification,0.0,60.0,N,Fail,2,C
625094.0,M,South Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
625124.0,F,Tigrai Region,A Level or Equivalent,0.0,60.0,N,Fail,2,C
625167.0,F,Tigrai Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
625173.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
625180.0,F,South Region,HE Qualification,0.0,60.0,N,Fail,2,C
625185.0,F,Somalia Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
625202.0,F,Amhara Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
625214.0,F,Somalia Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
625249.0,F,Addis Ababa,Lower Than A Level,0.0,60.0,N,Pass,2,C
625251.0,F,Amhara Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
625295.0,M,Amhara Region,A Level or Equivalent,0.0,60.0,N,Fail,1,B
625301.0,F,Amhara Region,HE Qualification,0.0,60.0,N,Fail,2,C
625307.0,F,Addis Ababa,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
625383.0,F,South West Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
625390.0,F,Oromia Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
625444.0,F,Addis Ababa,A Level or Equivalent,0.0,60.0,N,Pass,2,C
625465.0,F,Sidamo Region,Lower Than A Level,0.0,120.0,N,Withdrawn,2,C
625477.0,F,Oromia Region,A Level or Equivalent,0.0,60.0,N,Distinction,2,C
625478.0,F,South Region,Lower Than A Level,0.0,60.0,N,Fail,2,C
625493.0,F,Oromia Region,A Level or Equivalent,0.0,60.0,Y,Withdrawn,2,C
625511.0,M,Addis Ababa,Lower Than A Level,0.0,60.0,N,Withdrawn,1,B
625514.0,M,Addis Ababa,HE Qualification,0.0,120.0,N,Pass,1,B
625578.0,F,Somalia Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
625581.0,F,Amhara Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
625619.0,F,South Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,2,C
625713.0,F,Oromia Region,Lower Than A Level,0.0,120.0,N,Fail,2,C
625724.0,M,Afar Region,HE Qualification,0.0,60.0,N,Pass,1,B
625751.0,F,Afar Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
625768.0,F,Somalia Region,Lower Than A Level,0.0,120.0,N,Fail,2,C
625816.0,F,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
625833.0,F,Addis Ababa,No Formal quals,0.0,60.0,N,Distinction,2,C
625834.0,F,Amhara Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
625853.0,F,Addis Ababa,A Level or Equivalent,0.0,60.0,N,Fail,2,C
625857.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
625879.0,F,Sidamo Region,A Level or Equivalent,0.0,120.0,N,Fail,2,C
625919.0,F,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Distinction,2,C
626046.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Distinction,2,C
626123.0,F,South West Region,Lower Than A Level,0.0,60.0,Y,Distinction,2,C
626126.0,F,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
626138.0,F,Addis Ababa,Lower Than A Level,0.0,60.0,N,Pass,2,C
626164.0,F,South Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
626245.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
626254.0,F,Sidamo Region,A Level or Equivalent,0.0,120.0,N,Pass,2,C
626297.0,F,South Region,Lower Than A Level,0.0,60.0,N,Fail,2,C
626330.0,F,Somalia Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
626352.0,F,South Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
626365.0,F,Tigrai Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
626386.0,F,Somalia Region,Lower Than A Level,0.0,60.0,Y,Withdrawn,2,C
626428.0,F,Tigrai Region,Lower Than A Level,0.0,60.0,N,Fail,2,C
626442.0,F,South Region,Lower Than A Level,0.0,60.0,N,Fail,2,C
626460.0,F,Afar Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
626485.0,F,South Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
626491.0,F,North Region,A Level or Equivalent,0.0,60.0,N,Distinction,2,C
626549.0,F,Amhara Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
626555.0,M,South Region,Lower Than A Level,0.0,60.0,N,Pass,1,B
626597.0,F,South Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,2,C
626604.0,M,South Region,A Level or Equivalent,0.0,60.0,N,Pass,1,B
626642.0,F,Somalia Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
626746.0,F,South Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,2,C
626750.0,F,Addis Ababa,Lower Than A Level,0.0,60.0,N,Fail,2,C
626773.0,F,Afar Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
626806.0,F,Amhara Region,Lower Than A Level,0.0,60.0,Y,Withdrawn,2,C
626840.0,F,Afar Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
626841.0,F,Oromia Region,A Level or Equivalent,0.0,60.0,N,Distinction,2,C
626843.0,F,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
626872.0,F,Addis Ababa,A Level or Equivalent,0.0,60.0,N,Withdrawn,2,C
626876.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
626897.0,F,Tigrai Region,A Level or Equivalent,0.0,60.0,N,Fail,2,C
626917.0,F,North Region,A Level or Equivalent,0.0,60.0,N,Fail,2,C
626928.0,F,South West Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
626951.0,F,Tigrai Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
626966.0,F,Amhara Region,Lower Than A Level,0.0,60.0,N,Distinction,2,C
627000.0,F,Amhara Region,A Level or Equivalent,0.0,60.0,N,Fail,2,C
627027.0,F,South Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
627094.0,F,Amhara Region,No Formal quals,0.0,60.0,N,Fail,2,C
627115.0,F,Sidamo Region,A Level or Equivalent,0.0,120.0,N,Distinction,2,C
627118.0,F,Sidamo Region,A Level or Equivalent,0.0,120.0,N,Pass,2,C
627179.0,M,Sidamo Region,Lower Than A Level,0.0,60.0,N,Fail,1,B
627185.0,F,Tigrai Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
627190.0,F,Afar Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
627228.0,F,Addis Ababa,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
627244.0,F,South Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
627245.0,F,Oromia Region,HE Qualification,0.0,90.0,N,Withdrawn,2,C
627252.0,F,Amhara Region,Lower Than A Level,0.0,60.0,Y,Withdrawn,2,C
627256.0,F,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,2,C
627270.0,F,South Western Region,A Level or Equivalent,0.0,60.0,N,Distinction,2,C
627277.0,F,Somalia Region,Lower Than A Level,0.0,160.0,N,Withdrawn,2,C
627285.0,F,Afar Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
627316.0,M,South Region,Lower Than A Level,0.0,60.0,Y,Withdrawn,1,B
627321.0,F,Sidamo Region,HE Qualification,0.0,60.0,N,Fail,2,C
627380.0,F,Addis Ababa,A Level or Equivalent,0.0,60.0,N,Pass,2,C
627388.0,F,Oromia Region,A Level or Equivalent,0.0,60.0,N,Distinction,2,C
627403.0,F,South Region,A Level or Equivalent,0.0,120.0,Y,Fail,2,C
627427.0,F,Somalia Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
627509.0,F,Tigrai Region,A Level or Equivalent,0.0,120.0,N,Pass,2,C
627528.0,F,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Fail,2,C
627549.0,F,Oromia Region,A Level or Equivalent,0.0,60.0,N,Distinction,2,C
627550.0,F,Sidamo Region,No Formal quals,0.0,60.0,N,Pass,2,C
627613.0,M,Amhara Region,Lower Than A Level,0.0,60.0,N,Fail,1,B
627647.0,F,Oromia Region,A Level or Equivalent,0.0,120.0,N,Pass,2,C
627659.0,F,Tigrai Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
627670.0,F,Sidamo Region,Lower Than A Level,0.0,120.0,N,Withdrawn,2,C
627680.0,F,Addis Ababa,Lower Than A Level,0.0,60.0,Y,Withdrawn,2,C
627685.0,F,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
627748.0,F,Amhara Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,2,C
627777.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
627948.0,F,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Fail,2,C
628006.0,F,North Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
628119.0,F,South Western Region,A Level or Equivalent,0.0,60.0,N,Fail,2,C
628142.0,F,Somalia Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,2,C
628176.0,F,Afar Region,HE Qualification,0.0,60.0,N,Pass,2,C
628178.0,F,Afar Region,HE Qualification,0.0,60.0,N,Distinction,2,C
628180.0,F,Afar Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
628181.0,F,Somalia Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
628183.0,F,Afar Region,A Level or Equivalent,0.0,60.0,N,Fail,2,C
628190.0,F,Afar Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
628287.0,F,Somalia Region,A Level or Equivalent,0.0,60.0,N,Fail,2,C
628301.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Distinction,2,C
628327.0,F,Addis Ababa,A Level or Equivalent,0.0,60.0,N,Withdrawn,2,C
628328.0,F,Tigrai Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
628329.0,M,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Fail,1,B
628341.0,F,South Region,A Level or Equivalent,0.0,120.0,N,Withdrawn,2,C
628360.0,F,South Western Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
628379.0,F,South Region,Lower Than A Level,0.0,60.0,N,Fail,2,C
628389.0,F,Addis Ababa,HE Qualification,0.0,60.0,N,Distinction,2,C
628392.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
628402.0,F,Oromia Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,2,C
628411.0,F,South Region,HE Qualification,0.0,120.0,N,Fail,2,C
628423.0,F,Tigrai Region,A Level or Equivalent,0.0,60.0,N,Distinction,2,C
628442.0,F,Somalia Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
628511.0,F,Amhara Region,A Level or Equivalent,0.0,60.0,N,Fail,2,C
628516.0,M,Afar Region,Lower Than A Level,0.0,60.0,N,Distinction,1,B
628525.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Fail,2,C
628580.0,F,Amhara Region,HE Qualification,0.0,120.0,Y,Distinction,2,C
628586.0,F,Sidamo Region,No Formal quals,0.0,120.0,N,Fail,2,C
628616.0,F,Somalia Region,A Level or Equivalent,0.0,60.0,N,Distinction,2,C
628635.0,F,Afar Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
628655.0,F,South Region,A Level or Equivalent,0.0,60.0,N,Fail,2,C
628751.0,F,South Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
628762.0,F,South Region,HE Qualification,0.0,60.0,N,Withdrawn,2,C
628765.0,F,Somalia Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
628827.0,F,Amhara Region,A Level or Equivalent,0.0,60.0,Y,Fail,2,C
628843.0,F,South Region,No Formal quals,0.0,60.0,N,Withdrawn,2,C
628903.0,F,Somalia Region,Lower Than A Level,0.0,120.0,N,Fail,2,C
628941.0,M,Afar Region,Lower Than A Level,0.0,60.0,N,Pass,1,B
628954.0,F,South Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
628970.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
628982.0,F,Tigrai Region,HE Qualification,0.0,60.0,N,Fail,2,C
629026.0,F,Afar Region,HE Qualification,0.0,60.0,N,Pass,2,C
629029.0,M,South Region,Lower Than A Level,0.0,150.0,N,Withdrawn,1,B
629037.0,F,Afar Region,HE Qualification,0.0,60.0,N,Pass,2,C
629040.0,F,South Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,2,C
629044.0,F,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Fail,2,C
629060.0,F,Addis Ababa,A Level or Equivalent,0.0,60.0,N,Pass,2,C
629088.0,M,Somalia Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,1,B
629094.0,F,Sidamo Region,Lower Than A Level,0.0,60.0,N,Fail,2,C
629103.0,F,Addis Ababa,A Level or Equivalent,0.0,60.0,N,Fail,2,C
629159.0,F,Afar Region,Lower Than A Level,0.0,60.0,N,Fail,2,C
629240.0,F,South Region,Lower Than A Level,0.0,60.0,N,Pass,2,C
629274.0,F,Oromia Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
629340.0,F,Afar Region,HE Qualification,0.0,60.0,N,Withdrawn,2,C
629424.0,F,Tigrai Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
629461.0,F,Afar Region,A Level or Equivalent,0.0,60.0,N,Fail,2,C
629462.0,F,Oromia Region,Lower Than A Level,0.0,60.0,N,Withdrawn,2,C
629484.0,M,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Withdrawn,1,B
629490.0,F,Afar Region,Lower Than A Level,0.0,60.0,N,Fail,2,C
629504.0,M,Tigrai Region,Lower Than A Level,0.0,60.0,N,Pass,1,B
629505.0,M,Tigrai Region,HE Qualification,0.0,60.0,N,Withdrawn,1,B
629507.0,F,Tigrai Region,A Level or Equivalent,0.0,60.0,N,Pass,2,C
629538.0,F,South Region,A Level or Equivalent,0.0,60.0,Y,Withdrawn,2,C
629554.0,F,Sidamo Region,A Level or Equivalent,0.0,60.0,N,Fail,2,C
